Msg,Label1
hayyuun oromoo dooctar rufaa'el disaasaa gaafa mana hidharraa bahuun naqamtetti deebi'an simannaan hoo'aan akkka taasifameef ashabbir onshoo qeerroo ambootiin dabaalamu taaddasaa nagawootis haaluma wal fakkkaatuun qeerroof qarreen jaarsaaf jaartiin manatti hin hafin gootota simatanii jiraachuun oduu dabreen gabaasuun yaadatama,30
ilmaan oromoo badii tokkko oromummaa qofaan yakkkamanii kanneen murtiin dabaa shiraa irratti darbuun hidhaan waggoota dheeraa umrii guutuu murtiin du'aa irratti darbee turee kanneen manneen hidhaa woyyaanee dararaan hamaan gahaa ture keessaa muraasni tibbana gad lakkkifamuun yaadatamuudha,30
tplf keessumaa saboota gurguddoo lameen ummata oromoo amaaraa gidduutti dheeraaf ilaalcha diinummaa facaasaa tureeraa,30
walitti dhuffeenyi obbolummaa naannolee oromiyaa amaaraa gidduutti cimaa dhufe aanga'oota tplf'n hirriba dhorkeera,30
barattoonni oromoo kanneen yuunivarsiitiwwan amaaraa argamanitti baratanii haleellaan hamaan gahe baranas achi deebi barachuu qabu seerri bahe barattoota oromootiin mormamuu fuffee jira,30
'rabbii ummata oromoo abdadheen biyya kanatti deebi'e jawaar mohammad,30
qabsoo hadhaa dargaggoonni taasisan kanaanis keessumaa qeerroofi qarreen oromoo kumaatamatti lakkkaa aman wareegamuun dooktar abiyyi aangootti fiduunsaanii seenaa yerooti,30
daldaltoonni oromoo walitti dhufanii akkka fayyadamaniif hojjetaa jirra aadde saaraa hasan adam,30
mana maree daldalaafi dameesaa finfinneefi naannawaashee daldaltoonni oromoo walitti dhufanii carraa jirutti akkka fayyadamaniif hundaa jiraachuun ibsame,30
walittiqabduu ittaantuun boordiifi hoggantuun damee beeladaa mana marichaa aadde saaraa hasan adam gaafdebii gaazexaa bariisaa waliin tibbana taasisaniin daldalaan oromoo damee kamirrattiyyuu bobba jiru daldaltoota baay fiduun galmaa miseensa mana marichaa fayyadamuu danda jedhaniiru,30
manni marichaa undaa daldalaan oromoo walitti dhuffee akkka muuxannoo walirraa fudhatu carraa jirutti fayyadamu ciminasaatiin hojjechuu akkka danda uufi fuulduraaf mana maree daldalaa federaalaa wajjinillee tokkkoomuu akkka danda uus ibsaniiru,30
godina shawaa kaabaatti dargaggoonni bulchiinsa magaalaa fiicheefi aanaa giraar jaarsoo 60 ta'an leenjii shubbisa aadaa ormoorratti leenjii'aa turan eebbifaman,30
eebbaa shubbistoota garee salaalee gala aadaa oromoo salaaleetti qopha'ee kanarratti nyaanni aadaa godina shawaa kaabaa gosa garaa daawwannaaf dhiyaateera,30
shororkeessaa abut murna afaan mana hidhaa afaan oromoo taasiseedha obbo damillawu taaddalaa,30
27 gutuu eenyutu ijoollee oromoo gidirsaa hiisisaa ajjeesisaa ture jedhame keessaan abut,30
ummanni oromoo kabajamuu walabummaa itoophiyaaf aarsaa qaalii dhangala dhiigaa cabuu lafeefi wareegama lubbuutti kaffaluun biyya har abbaan fedheefi deemaan natu ijaare jedhu asiin gaheera,30
harki haawwan oromoo sabbata hiikee looreet pirofeesar gabbisaa ejjetaafaa barsiise harra hingabaabbanne dooctartolaa bariisoo,30
aadaa ummata oromoo boonnu harra qabatamaan mul'achaa jiru barnootaaf jennaan ummanni oromoo qusatu tokkkollee akkka hin qabne himan hoogganaan biiroo barnootaa oromiyaa dooctar tolaa bariisoo,30
dooctar tolaan harki haawwan oromoo sabbata hiikee barnootaaf qusannaa hiixachaa ture harra hingabaabbanne inumaayyuu ummata keenyaa harra aadaa fakkkeenyummaa qabu ta'ee fufe jedhan,30
bara darbe ummanni oromiyaa barnootaaf oolu qabeenya humnaafi beekumsi ji'oota 2 3 hincaalle birrii biliyoona 5 caalu gumaachuu isaaniis eeran,30
abut barii finfinnee galerraa eegalee bifa qindaa tarsiimessee qabsoo ummatichaa laaffisuu adda facaasuufi bittinnessuurraa jalqabe murnichi hayyoota oromoofi jaarmiyaalee siyaasaasaa maqaasaatiin socho turaniifi abbootii qabeenya oromoo dargaggootaafi jaarmiyaaleen hawaasummaa oromoo hinhafiin laamshessaa ajjeesaafi barbadeessaa tureera,30
qeerroofi qarreen oromoo hunduu raayyaa ittisa biyyaati,30
soddomman daayaa heera oromoo kudhan gorsee kudhan obsee kudhan dhoksu,30
oromoon oromoo oromiyaa bahaatti argamu keessaa tokkko gosoota oromoo kanneen akkka afran qal oofi anniyyaadhaan marfamee argamuudha,30
oromoon akkkuma oromoo biroo afoolaan badhaadhe sirna dimokraatummaa abbootiisaarraa dhaaleen odaa bultum jalatti heera hundeessuu keessattis warreen qabaniidha,30
gosoota afoolaa oromoon ittiin beekamu keessaa sirboota aadaa kanneen akkka hellee hellemmaa mirrigaa geerarsa daragsii shaggooyyeefaan quuqqaa gammachuufi mudannoosaa ibsata,30
ituun gosoota garaa jalaa qabu isaanis baabboo gaadullaa elellee aalgaa waayyee addayyoo arroojjii gaamoo baayeefi qaalluudha,30
oromoon ituus oromoo dimokraatummaatti amanu walqabatee namni tokkko badii dalage adeemsa ittiin tarkaanfiin irratti fudhatamu garaa darbuu qabu heerasaarratti lallabateera,30
heerri heera soddomman ambaa daayaa jedhamuun beekama heerri oromoon ittiin walqajeelchaa barbaachisuttis yakkkamtoota ittiin adabu kudhan gorsanii kudhan obsanii kudhan dhoksanii fugugii gamatti darbuu jedhama,30
egaa heerri 30n daayaa oromoo hojiirra oolmaa heerichaa gahe badii dalage akkkaataa badiisaatiin soddoma dhiifamni akkka taasifamuuf ajaja,30
walleen artisti galaanaa gaaromsaa tibbana miidyaa hawaasaa jirtu kunis haala biyya keenyaa warqeefi heera soddomman ambaa daayaa oromoo imala biyyaatiif riqicha dandahu gurra ummataatiin geesseedha nidandahama,30
heerri oromoo kudhan gorsanii kudhan obsanii kudhan dhoksanii fugugii gamatti darbu wayita jedhamu,30
oromoon durumaanuu sirna gadaa heera ittiin bulu walbulchuufi walqajeelchu qabaachuunsaa dimokraatwaafi ammayyaa hubachiisa,30
heerri soddomman ambaa daayaa oromoo har galtee ce umsa egereefimmoo riqicha nageenyaafi waliigaltee biyyaalessaa uumu tajaajila,30
oromoon aadaa duudhaa akkkasumas safuu sirna gadaa ittiin guddate sirna ittiin bulmaataa dimokiraatawaa gahedha jedhamu dhugarraa fagaatu hinfakkkaatu,30
hammeenya dhaaba abut oromoo caalaa beekuufi hubatu jira hindanda amu,30
abut oromoo ummatoonni cunuqurfamoon biyyattii ofiitti kabaja dhabanii eefi qabeenyasaaniirraa akkka buqqa lammiilee ollaa akkka waliihingalleef afaan waldabarsee walitti buusuun guyyaan akkka ittidukkkanaa jireenya akkka hadhaa gochaa ture,30
barreessaan jalqabaa asoosamoota afaan oromoo gaaddisaa birruu waaqaa addunyaa kanarraa boqotan,30
afaan oromootiin asoosama jalqabaa kuusaa gadoo barreessan obbo gaaddisaa birruu addunyaa kanarraa boqotaniiru,30
obbo gaaddisaan namoota waldaa barreessitoota oromoo hundeessanii pirezidaantummaan tajaajilan nama dadhabe hinjedhiin waldicha cimsuuf dhama'aa turaniidha,30
haacaaluun magaalaa qabsoo oromoo finiinsuun maqaanshee ambotti abbaasaa hundeessaa boonsaafi harmeesaa guddattuu horaarraa mudde 22 bara 1976 dhalate,30
akkka ibsa seeneetii yunivarsitii bulee horaatti abbaan gadaa jiloo maandhoo sirni gadaa akkka unesco'tti galmaahuuf abbootii gadaa oromoo hunda waliin qabsaawaa turaniiru,30
finfinnee biyya kanatti gaaffiin oromoofi oromummaa maluun tolfachuu akkka namootni tokkko tokkko salphisanii guyyaafi ulaagaa tarreessanii hintaane qabsoo cimina gaafatu uufi qaanqeen dimokraasii har afuurri baafatamu bu wareegama kaleessaa obbo galaasaa dilboo hubachiisan,30
oromoo biyya kanatti sarbamumma mirgasaafi moggaatti dhiibamuu dinagdeefi siyaasaa xiqqaate waggoota 50 oliif biyya kanatti qabsoo hadhaawaa taasiseen eenyuyyuu olitti wareegama qaalii kaffaluuobbo galaasaa dilboo ibsan,30
gaaffii oromoo hunduu deebi eera goolabameera  ilaalcha jedhu akkka hin qabne eeran obbo galaasaan us akkka nama umurii daa imummaatti qabsootti seeneetti wayita kaleessaa deebi mil ataniifi har dhaabatanii ilaalan egereen oromoofi oromummaa ifaa tokkkummaan oromoo jabaatee ciminaan gaaffiisaas dhawaataan deebisuun akkka danda amuu shakkkii akkka hinqabne ibsaniiru,30
finfinnee afaan oromoo lagattee turte ittiin bakkkatti deebisuuf hayyoonni barsiisonni boronqii qaratanii hojiitti bobba har fooliin oromummaa akkka urgaa gochuu gahee leencaa taphachaa jiru,30
keessumaa oolmaa barsiisonni afaan oromoo oolaniifi bu ifaajeesaaniin walmadaaluu kaffalamuufii baatus gaaffiisaanii tokkko deebisuuf hojjetamaa akkka jiruudha hogganaan biiroo barnootaa bulchiina magaalaa finfinnee dubbatan,30
shamarree hawwii xilaahun intala oromoo dacheen finfinnee biqilchiteedha finifnneetti dhalattee umrii ganna sagalitti ameerikaa minisootaa deemuushii himti,30
imaammata barnootaa oromiyaatiin bara barattoota kutaa 8fa 117 qormaataaf qopheessaniiru,30
hojiin barnoota afaan oromoo magaalaa finfinnee akkkuma qabsoodhaan milkaa'e ammas jireenyi uummata keenyaa akkka fooyya'uuf hundu dhimmamee hojjechuu qaba jedhan,30
jiraattonni magaalaa finfinnee barattoonniifi maatiin jeneraal waaqoo guutuu babal'achuun manneen barnootaa afaan oromoo finfinnee gammachiiseeraa jedhan,30
asoosama seensaaf ittifayyadamne kitaaba sookkkee fuula 132fa tibbana finfinnee jiddugala aadaa oromootti sirna aadhaan eebbifamerraa fudhatanne,30
ogbarruun oromoo baroota darban kaasee ammaatti barreessitoota guguddoofi qaqqaalii danuu horachuu eertee barreessitoonni baroota darban barreessaa turan bu iiwwan hedduu darbanii dhaloota har aatiif daandii banuusaanii eerteerti,30
afaan oromoo guddachaafi dagaagaa jira,30
sirni awwaalchaa barreessaa jalqabaa asoosamoota afaan oromoo gaaddisaa birruu waaqaa harra sa'aatii finfinnee bataskaana yooseefitti bakkka maatiinsaa firoonniifi hiriyoonnifaan argamanitti raawwatamu ta'uu gaazexaan bariisaa waldaa barreessitoota oromoorraa odeeffateera,30
ollaan bultee beekaa akkka bule abbaatu beeka jedha oromoon,30
gaaddisaa birruu afaan oromoo afaan barreeffamaa gochuu qabu oromoodha maalan jedheen afaan oromootiin barreessuu jalqabe dubbatu,30
obbo gaaddisaan waldaa barsiisota oromoo ogummaa keenyaan gargaarra barreessitoota oromoo torba waliin asoosamoota walitti fidnee waldichaaf kitaaba maxxansiifne,30
akkka oromoon biyya bulchaa jiru hinamanne oromoo qofa obbo leencoo lataa,30
akkka oromoon biyya bulchaa jiru saboonni hundi shakkkii tokkko amananii fudhattan akkka biyya bulchaa jiru amanee hinfudhanne oromoo qofa jedhan hayyuun siyaasaa gameessi obbo leencoo lataa,30
jijjiirama ummanni oromoo obbolootasaa biroo waliin fide gufachiisuuf qaamonni adda addaa dhaadannoo yeroon jedhu qabachuun halkanii guyyaa wixxirfachaa jiraniif oromoon jijjiirama maddii tokkkumman ijaajuu qaba jedhan,30
oromoon mootummaasaa tumsachuun dirqama jedhan obbo leencoon yeroon oromoon afaan tokkko dubbachuu qabu uus eeraniiru,30
oromoon afaan oromoo guddatee arguu barbaadu afaanicha qulqulleessee barreessuufi dubbachuu qaba barsiisaa dastaa alamaayyoo,30
afaan oromoo afaan guutuufi akkka dubbatamutti barreeffamu uusaatiin ittiin dubbachuunis ittiin barreessuun akkka nama hinrakkkisne hayyoonni afaanii ibsu,30
namoonni baay afaan oromoo qulqulleessanii dubbachuufi barreessuuf rakkkatan mul ata maaliif jedhu qorannoo barbaaduufi bu uurarraa irratti hojjetamuu qabuudha,30
namoonni muraasni tibbana kaka umsa mataasaaniitiin feesbuukiitiin duula afaan oromoo qulqulleessanii dubbachuufi barreessuu taasisaa jiru,30
waldaa dargaggoota caffee hojii gamtaa waliigalaa abdii qeerroofi qarree oromoo,30
jaarmiyaaleen oromoof hojjenna jedhan kamuu siyaasasaanii ammayyeessuun dargaggoota dinagdeedhaan cimsuurratti fuulleffatanii hojjechuu akkka qabu,30
qeerroofi qarreen oromoos ilaalcha gandummaafi qoodiinsa siyaasaa keessaa balleessanii dhimma tokkkummaafi fayyadamummaasaanii cimsurratti cimanii hojjechuu qaban,30
tokkkummaa qabaanneefi waliin hojjenne gaaffiin dargaggoota oromoo martuu deebii argata,30
keessumaa dargaggoonni oromoo waanti hawwamuufi barbaadamu argamu dinagdeen cimina qabuufi nageenyi waaraan jiraate hubatanii waldaa qarreefi qeerroo hedduuf abdii jiru fakkkeenya godhachuun fuulaafi humnasaanii gadi jedhanii hojjechuu qabu,30
aliin nama oromoof dhalatee oromoof jiraate eef seenaasaa fuula tokkkoon barreessanii xumuruuf yaaluun galaana fal aanaan warabuun adda hinjiru,30
aliin nama aartii oromoo jalqabe bu'uureesse ijaareefi guddiseedha,30
alii birraa nama aartii oromootiif wareega guddaa kanfaleedha gaafa jalqaba finfinnee dhufe qarshii 20fi uffata halkanii maramte tokkko qabateeti obbeeleessa hinqabu fira hinqabu,30
aliin nama ummata sagalee ta'ee jiraate qabsoo mirga oromootiif wareega guddaa kanfaleedha,30
oromoota biyyaa ba'anii jiraataniif abbaafi obboleessa ta'ee jajjabeessu walfuusisu aliidha,30
alii oromummaa tokkkummaafi miidhagina oromummaatu mul'ata kabaja kennuun oromoof kabaja kennuudha,30
akkka waliigalaatti aliin injinarii aartii oromoof bu'uura kaa'eedha samii ogummaa itoophiyaarratti ifee waggoota 60f ifee jiraateedha,30
dooktarri kabajaa artisti alii birraa artiistii gameessa beekamaafi jaalatamaa oromoon qabudha seenaa aartii oromoo nama addaan hinkutiin waggoota dheeraaf weellisedha,30
artisti aliin nama dukkkana taa'ee aartii oromoo ifatti baasedha,30
afaan oromoo hundee oromummaa asaabaleewoo guraamaleewoo karaan mana abbaa gadaa eessaa dhaqeen galmasaa jajjabeessaa taa'een seenaasaa babbareessa fakkkaatann sirboota dukkkanaa taa'amanii oromoo ijaaruufi jajjabeessuuf sirbamaniidha,30
aliin afaan oromootiin qofa hintaane somaaleetiin afaan affaariin afaan amaaraatiin afaan harariitiin akkkasumas afaan biyyoota ollaa keessaa sirba sudaaniifi kanneen birootiin sirbuudhaan saboonni biyya akkka walbeekan walkabajan walmararfatan waliin jiraataniifi eenyummaansaanii beekamuuf hojii ballaa hojjeteera,30
hogganoonni oromoo waldhiiban namoota hincaalan waliigalanii oromummaan cimee baha warri walajjeesanis adaba godhatu,30
oromummaa dhiisee itoophiyummaa hindandahu,30
jijjiirama hunduu jaju fide qeerroofi qarree oromooti d2729,30
murnoonni dheengaddaafi kaleessa oromoo cunqursaa turan humna jabeeffannaan oromummaan gatii dhaba oromoon waliigaluu qaba,30
mootummaan aangoorra jiru oromoo sabni kamuu irratti waliigala boru kufaatiin dhufes arrabsamu ormoodha waliigaluutu fala,30
qabsoo ummatni oromoo sabootaafi sablammoota biroo cinaa hiriirsuudhaan adda durummaan taasisaa tureen injifannoo boonsaan galmaa eera,30
abon jaarmiyaa siyaasaa oromoo jiruu waldhabdee hoggansa mudateen sakaallaa jiraachuu sabaa himaan addichaa beeksisan,30
dargaggoonni oromoo waggoota gidiraa juntaan wayyaanee abbaa irree ummata oromoorraan gahaa ture mormaa turanitti dargaggoonni gondar gootummaan dhiigni oromoo dhiiga kooti lubbuusaanii hinmararfatiin taankiifi matarayyasii fuuldura dhaabachuun deggartummaa dargaggoota oromootiif qaban addababayiitti bahanii agarsiisaniif ulfina guddaa,30
namoonni tokkko tokkko olola badhaadhinni sirna durii adeemsisaa jira jedhuun ummata oromoo burjaajessuuf yaalaa jiru,30
dargaggoon oromoo olola afarfamu fashalessaa akeeka paartii badhaadhinaa sirnaan hubachuun bu qabsoosaatiin argate eeggachuu qaba,30
murnoonni oromoo cabsuuf hawwan tasumaa milkaa jedhan obbo taayyeen badhaadhinni walqixxummaa sabootaa mirkaneessuuf xiyyeeffannaan hojjetaa jiraachuu beeksisaniiru,30
oromoon abbaa qabsooti abbaa miti jedhan obbo taayyeen,30
muraasa hangafti artistootaa qaroon ibsituufi eenyummaan aartii oromoo darbees itoophiyaa dooktarri kabajaa alii birraa dhukkkubsatee dubaayitti yaalamaa tureera,30
waaqni kadhaa oromoo dhaga artistiin hangaftichiifi qaaliin fayyee waltajjiitti deebi eera,30
nama rakkkoo ummatasaatii furuuf halkanii guyyaa carraaqu nama araaraa nama amantiifi duudhaa oromoo ganamaa hojiisaanii hunda keessaa mul atu nama jabaa abdii sabaa luba balaay mokonnin,30
qeesiin saba kamuurraa dhalate oromiyaatti tajaajiluu danda caasaa akkka naannootti jiru hoogganuu danda qeesii oromoo qabaadha gaaffiin,30
tarkaanfii madaalawaan hinfudhatamne oromoo qofa hintaane saboota hunda aarsaa guddaa kanfalchiisa pirofeesar mararaa guddinaa,30
taateen yunvarsiitii waldiyaatti barattoota oromoorra gaheen paartiinsaanii gadduu himan pirofeesar mararaa guddinaa mootummaan taateewwan akkkanaa hatattamaan fala kennuu baannaan sabni biyyattii waliin jiraachuufuu rakkkoo gala jedhan,30
adeemsi siyaasaa kongireesii federaalawaa oromoo nagaarratti hundaa edha obbo mulaatuu gammachuu,30
afaan oromoo aayinaan afaan hojii federaalaa akkka ta'uuf hojjetamaa jira,30
afaan oromoo afaan hojii federaalaa akkka barana mootummaan oromiyaa afaanichi bakkkawwan hundatti akkka babal atu hojiilee taasise keessaa biiroon barnoota oromiyaa naannolee sagalitti afaan oromoon akkka barsiifamu kitaabilee maxxansee naannolee hundaaf deeggarsaan kenneera jedhan,30
afaan oromoo afaan hojii federaalaa akkka haaldureen seeraan guutamuu qabu maali maali jedhuuf heerri federaalaa afaan hojii federaalaa biyya afaan amaaraa qofa jedhu afaanonni kanneen biroos dabalamanii afaan hojii federaalaa akkka fooyya qaba jedhan,30
afaan oromoo afaanoonni shan afaan hojii federaalaa akkka paartiin badhaadhinaa hojii naannolee hunda amansiisuu hojjetee ammaa murtoof mana maree bakkka bu'oota ummataaf dhiyeessuu qofatu hafe jedhan gabaase oromiyaa broodkaastingi neetwoork,30
sirni awwaalcha barreessaa jalqabaa asoosama afaan oromoo gaaddisaa birruu waaqaa bataskaana yooseefitti raawwatame,30
afaan oromoodhaan asoosama jalqabaati jedhamu kuusaa gadoo barreessan obbo gaaddisaa birruu guyyaa kaleessaa addunyaa kanarraa boqochuunsaanii yaadatamuudha,30
obbo gaaddisaa birruu bara jireenyasaanii ogbarruu afaan oromoof nama bu uura jabaa keessaa tokkko,30
obbo gaaddisaa birruu waldaa barreessitoota oromoo hundeessuu nama toora jalqabaarra jiraniidha,30
qabsoo ummata oromoo bu haaraa argameef oromiyaa broodkaastingi neetwoork hundeedha,30
qabsoo ummaata oromoo bu haaraa argameef oromiyaa broodkaastingi neetwoork jalqabarraa kaase ammaatti hundee dooctar abiyyii ahmad himan,30
mummeen ministiraa dooctar abiyyiahmad ergaa dabarsaniin miidiyaa ummata oromootiin dhaabatan baayyeen yaada oromiyaa broodkaastingi neetwoork irratti hundaa ijaaramaniidha,30
yaadni keenyaa guddaadha jedhan mummeen yaadni keenyaa bahaa afrikaa irratti haafu hintaane afrikaa hundatti aadafi duudhaan ummata oromoo babal'achuu qaba,30
baankin 'siinqee' jedhamu hojii dinagdee ummata oromoo guddisuu maddiitti aadaafi duudhaa ummatichaa addunyaatti beeksisuuf ergamasaa ba'u ta'uunis himameera,30
waldhabdee oromoo jiru hiikuuf sirni gadaa filannoo jalqabaa qaba,30
sirni gadaa qabeenya oromoo darbee qabeenya addunyaati jedhan walitti qabaan gumii abbootii gadaafi abbaan gadaa tuulamaa goobanaa hoolaa,30
waldhabdee oromoo jiru hiikuuf sirni gadaa filannoo jalqabaa qaba jedhan,30
oromoon qaama tokkko qaamni tokkko wallahindhabu rakkkate waliin rakkkata argates waliin argata,30
akkka oromiyaa broodkaastingi neetwoork gabaaseetti oromoon waliisaa gidduutti walitti bu iinsi uumamee mitii orma waliinuu rakkkoon uumame akkkataa furu beekuuf miiyyuu sirna gadaa hordofuu qaba jedhan abbaan gadaa tuulamaa,30
walitti bu iinsi obboleeyyan lamaan ittuu karrayyuu gidduutti uumamee guyyaa kaleessaa akkkaataa sirna gadaatiin bakkka abbootiin gadaa oromoo godinaalee oromiyaa garaagaraa qaamooleen nageenyafi aanga oonni mootummaa argamanitti aanaa fantaalleetti araara argateera,30
tumsi ummanni oromoo iddoowwan adda addaa jiraatu rakkkoo ittuufi karrayyuu hiikuuf taasise hojii seenaqabeessa,30
qabsoon ummataa gaggeeffamu humnaan gaaffii ummataa ukkkaamsuuf ummata wayita ajjeesaa turanitti miseensonni raayyaa ittisaa hedduun mormaa turan keessattuu ijoolleen oromoofi amaaraa,30
boodarratti qabsoon ijoollee oromootiin eegalame suuta suutaan gaafa mormii biyyaalessaa humnaan dhaabuu akkka hindandeenye baran,30
ummanni tigraayi waraana hin gale eef rifateera eesaarrayyis baqateera hojiin hafe ummata deebisanii qubsiisuufi hamilee jaraa ijaaruutti deebihameera,30
qeerroofi qarreen oromoo sirna qawween biyya bulchaa ture irree gamtoomeen cabsuun guyyaan dimokraasii akkka dhufuufiif aarsaa kaffalaa turaniiru,30
filannoo marsaa jahaffaa biyyaalessaa seena qabeessa taasisu qeerroofi qarreen oromoo sirna wayyaanee diigee sirna dimokraatawaa guyyaa ijaarratuudha jedheera,30
dargaggoo tamaam manzaas gamasaatiin paartii mala jedhu kaardiisaan filachuuf qophiitti jiraachuu himu filannichi bu'aa qabsoo qeerroo qarreen oromoo dhiigaaf lafeesaaniin fidaniidha jedha,30
